Brand;Year;Model;Used or New;Transmission;Cylinder.Enginer;Cylinder.Engine2;Liters.Engine;Liters.Engine2;Engine2;Drive Type;Fuel Type;Kilometres;Location;Country;Body Type;Doors;Doors2;Seats;Seats2;Price
Kia;2021;Carnival;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;Front;Diesel;13853;Frankston, VIC;Asia;Wagon;4; 4 Doors;8; 8 Seats;51710
Toyota;2021;Landcruiser;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;24833;Indooroopilly, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;77895
Subaru;2021;Impreza;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;46098;Mount Gravatt, QLD;Asia;Hatchback;5; 5 Doors;5; 5 Seats;29990
MG;2021;HS;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;19122;Kedron, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;24498
Hyundai;2021;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;27020;Kedron, QLD;Asia;Hatchback;5; 5 Doors;5; 5 Seats;26390
Kia;2021;Sorento;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;16446;Mornington, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;64888
Nissan;2021;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;25006;Derrimut, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;31950
Nissan;2021;Navara;USED;Manual;4;4 cyl;2.3;2.3 L;4 cyl, 2.3 L;4WD;Diesel;47991;Ravenhall, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;54990
Toyota;2021;RAV4;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;23127;Frankston, VIC;Asia;SUV;5; 5 Doors;5; 5 Seats;59990
Ford;2021;Everest;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Diesel;49201;Cranbourne, VIC;North America;SUV;4; 4 Doors;7; 7 Seats;64990
Toyota;2021;Fortuner;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;67957;Kedron, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;54894
Hyundai;2021;Staria;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;9505;Brooklyn, VIC;Asia;Wagon;4; 4 Doors;8; 8 Seats;63632
LDV;2021;T60;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;6341;Acacia Ridge, QLD;Europe;Ute / Tray;4; 4 Doors;5; 5 Seats;35980
Honda;2021;CR-V;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;AWD;Unleaded;17323;Hoppers Crossing, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;40990
Toyota;2021;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;8624;Kedron, QLD;Asia;Sedan;4; 4 Doors;5; 5 Seats;37998
Volkswagen;2021;Amarok;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Diesel;90401;Frankston, VIC;Europe;Ute / Tray;4; 4 Doors;5; 5 Seats;54990
Nissan;2021;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;36206;Essendon Fields, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;31464
Jeep;2021;Wrangler;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;4WD;Unleaded;29345;Strathpine, QLD;North America;SUV;2; 2 Doors;4; 4 Seats;58990
Toyota;2021;Hilux;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;Rear;Diesel;34359;Cranbourne, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;55990
Hyundai;2021;Kona;USED;Automatic;0;0 L;0;0 L;0 L;Front;Electric;16656;Mornington, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;57990
Hyundai;2021;Kona;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;47910;Brown Hill, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;27990
Hyundai;2021;Kona;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;50234;Elsternwick, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;28990
Kia;2021;Cerato;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;10833;Brown Hill, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;29990
Hyundai;2021;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;41920;Essendon Fields, VIC;Asia;Hatchback;4; 4 Doors;5; 5 Seats;27980
Volkswagen;2021;Transporter;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Diesel;3300;Port Melbourne, VIC;Europe;Commercial;3; 3 Doors;3; 3 Seats;55888
Hyundai;2021;Tucson;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;23000;Brown Hill, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;36990
Mazda;2021;CX-5;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;11229;Hendra, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;36990
Toyota;2021;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;28534;Essendon Fields, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;35768
Toyota;2021;Hilux;USED;Manual;4;4 cyl;2.7;2.7 L;4 cyl, 2.7 L;Front;Unleaded;37654;Wilston, QLD;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;28990
Nissan;2021;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;12577;Hoppers Crossing, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;38990
MG;2021;HS;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;16335;Redcliffe, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;33990
MG;2021;MG3;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Premium;20992;Toowoomba City, QLD;Europe;Hatchback;5; 5 Doors;5; 5 Seats;19990
Nissan;2021;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;15896;Ravenhall, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;38990
MG;2021;ZST;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;21320;Kedron, QLD;Europe;SUV;5; 5 Doors;5; 5 Seats;25990
Renault;2021;Kangoo;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Diesel;29964;Kedron, QLD;Europe;Commercial;4; 4 Doors;2; 2 Seats;35996
Lexus;2021;ES250;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Premium;13682;Springwood, QLD;Asia;Sedan;4; 4 Doors;5; 5 Seats;64990
Renault;2021;Kangoo;USED;Automatic;4;4 cyl;1.2;1.2 L;4 cyl, 1.2 L;Front;Premium;49923;Windsor, QLD;Europe;Commercial;3; 3 Doors;2; 2 Seats;35995
Volkswagen;2021;T-Cross;USED;Automatic;3;3 cyl;1;1 L;3 cyl, 1 L;Front;Premium;33679;Toowoomba City, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;31995
Kia;2021;Stonic;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;43094;Hoppers Crossing, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;27990
Toyota;2021;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Hybrid;27883;Keysborough, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;60970
Toyota;2021;Landcruiser;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;15395;Deer Park, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;78990
MG;2021;ZST;USED;Automatic;3;3 cyl;1.3;1.3 L;3 cyl, 1.3 L;Front;Unleaded;23508;Kedron, QLD;Europe;SUV;5; 5 Doors;5; 5 Seats;28290
Mazda;2021;CX-5;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;17765;Essendon Fields, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;38870
GWM;2021;UTE;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;43482;Noosaville, QLD;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;36990
MG;2021;ZST;USED;Automatic;3;3 cyl;1.3;1.3 L;3 cyl, 1.3 L;Front;Unleaded;14964;Kedron, QLD;Europe;SUV;5; 5 Doors;5; 5 Seats;28990
Kia;2021;Cerato;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;39875;Hoppers Crossing, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;35990
Toyota;2021;Hilux;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;55055;Cranbourne, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;70888
Haval;2021;H9;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Premium;22042;Caloundra West, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;38990
Nissan;2021;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;20626;Hoppers Crossing, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;37990
Nissan;2021;Juke;USED;Automatic;3;3 cyl;1;1 L;3 cyl, 1 L;Front;Premium;25723;West Footscray, VIC;Asia;SUV;5; 5 Doors;5; 5 Seats;31990
Subaru;2021;XV;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;24552;Albion, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;33888
Suzuki;2021;Ignis;USED;Automatic;4;4 cyl;1.2;1.2 L;4 cyl, 1.2 L;Front;Premium;34082;Nundah, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;19990
Ram;2021;1500;USED;Automatic;8;8 cyl;5.7;5.7 L;8 cyl, 5.7 L;4WD;Hybrid;44906;Yamanto, QLD;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;142990
Mitsubishi;2021;Pajero;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Diesel;28738;Toowoomba, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;56990
Hyundai;2021;Santa;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;25514;Aspley, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;59990
Mitsubishi;2021;Pajero;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Diesel;57937;Essendon Fields, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;48868
Nissan;2021;Navara;USED;Automatic;4;4 cyl;2.3;2.3 L;4 cyl, 2.3 L;Front;Diesel;66519;Hoppers Crossing, VIC;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;36990
MG;2021;ZS;USED;Automatic;0;0 L;0;0 L;0 L;Front;Electric;103635;Hoppers Crossing, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;31990
Toyota;2021;Hilux;USED;Manual;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;Rear;Diesel;13951;Hoppers Crossing, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;49990
MG;2021;ZS;USED;Automatic;0;0 L;0;0 L;0 L;Front;Electric;99893;Essendon Fields, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;31960
Nissan;2021;370Z;USED;Automatic;6;6 cyl;3.7;3.7 L;6 cyl, 3.7 L;Rear;Premium;7775;South Geelong, VIC;Asia;Coupe;2; 2 Doors;2; 2 Seats;59990
MG;2021;HS;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;23839;Kedron, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;24498
MG;2021;ZS;USED;Automatic;0;0 L;0;0 L;0 L;Front;Electric;58197;Essendon Fields, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;35580
MG;2021;HS;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;22796;Kedron, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;33990
Mazda;2021;CX-3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;19463;Springwood, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;28990
MG;2021;HS;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;21705;Kedron, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;33990
Kia;2021;Cerato;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;54577;Ballarat, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;32990
Toyota;2021;Fortuner;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;16768;Ballarat, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;62990
MG;2021;HS;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;24763;Redcliffe, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;33990
MG;2021;HS;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;17458;Redcliffe, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;33990
MG;2021;ZS;USED;Automatic;0;0 L;0;0 L;0 L;Front;Electric;94589;Hoppers Crossing, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;32990
Toyota;2021;Landcruiser;USED;Manual;8;8 cyl;4.5;4.5 L;8 cyl, 4.5 L;4WD;Diesel;36690;Geelong, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;130000
LDV;2021;D90;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Unleaded;16110;Maroochydore, QLD;Europe;SUV;4; 4 Doors;7; 7 Seats;35990
Volkswagen;2021;T-Cross;USED;Automatic;3;3 cyl;1;1 L;3 cyl, 1 L;Front;Premium;35231;Maroochydore, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;29990
Volkswagen;2021;T-Cross;USED;Automatic;3;3 cyl;1;1 L;3 cyl, 1 L;Front;Premium;41119;Maroochydore, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;29990
Hyundai;2021;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;35655;Noosaville, QLD;Asia;Sedan;4; 4 Doors;5; 5 Seats;28990
MG;2021;HS;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;26001;Noosaville, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;23990
Isuzu;2021;D-MAX;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;11683;Gympie, QLD;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;64990
Ford;2021;Ranger;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;62182;Launceston, TAS;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;59990
Ford;2021;Ranger;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;33659;Devonport, TAS;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;74990
Toyota;2021;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Hybrid;39233;Cranbourne, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;55490
Mercedes-Benz;2021;C63;USED;Automatic;8;8 cyl;4;4 L;8 cyl, 4 L;Rear;Premium;2010;Mount Gambier, SA;Europe;Coupe;2; 2 Doors;4; 4 Seats;203888
Nissan;2021;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;48800;Hobart, TAS;Asia;SUV;4; 4 Doors;7; 7 Seats;29990
GWM;2021;Steed;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Diesel;9900;North Hobart, TAS;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;18990
LDV;2021;T60;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;18039;Derwent Park, TAS;Europe;Ute / Tray;4; 4 Doors;5; 5 Seats;31990
Haval;2021;H9;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Premium;84019;Rocklea, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;32999
Honda;2021;HR-V;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;15955;Ravenhall, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;32990
MG;2021;HS;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;57520;Derwent Park, TAS;Europe;SUV;4; 4 Doors;5; 5 Seats;22990
Mazda;2021;MX-30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Hybrid;16865;Totness, SA;Asia;SUV;4; 4 Doors;5; 5 Seats;34990
Toyota;2021;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Hybrid;11458;Elsternwick, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;59990
Honda;2021;CR-V;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;AWD;Unleaded;16164;Valley View, SA;Asia;SUV;4; 4 Doors;5; 5 Seats;41900
Hyundai;2021;Sonata;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;5805;Brooklyn, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;47478
Toyota;2021;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Hybrid;32500;Keysborough, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;50970
Hyundai;2021;I30;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Premium;11123;Elsternwick, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;49950
Toyota;2021;C-HR;USED;Automatic;4;4 cyl;1.2;1.2 L;4 cyl, 1.2 L;Front;Premium;5192;Pinkenba, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;38990
Mercedes-Benz;2021;GLB;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;6867;Mansfield, QLD;Europe;SUV;4; 4 Doors;7; 7 Seats;74800
Toyota;2021;Kluger;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;AWD;Premium;21559;Kedron, QLD;Asia;SUV;5; 5 Doors;7; 7 Seats;72894
Toyota;2021;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Hybrid;8705;Indooroopilly, QLD;Asia;Sedan;4; 4 Doors;5; 5 Seats;57895
MG;2021;ZS;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;31202;Essendon Fields, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;22970
Kia;2021;Cerato;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;22967;Essendon Fields, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;27868
Toyota;2021;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Hybrid;14269;Keysborough, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;54970
Ford;2021;Transit;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Diesel;12378;Deer Park, VIC;North America;Commercial;2; 2 Doors;3; 3 Seats;54990
Toyota;2021;Landcruiser;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;144271;Hillcrest, SA;Asia;SUV;4; 4 Doors;7; 7 Seats;61880
GWM;2021;UTE;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;7105;Deer Park, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;38990
GWM;2021;UTE;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;48433;Totness, SA;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;36990
Hyundai;2021;Kona;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;AWD;Unleaded;16440;Bentleigh, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;39990
Mercedes-Benz;2021;CLA35;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;4832;Keysborough, VIC;Europe;Sedan;4; 4 Doors;5; 5 Seats;89970
Kia;2021;Stinger;USED;Automatic;6;6 cyl;3.3;3.3 L;6 cyl, 3.3 L;Rear;Unleaded;22160;Mile End South, SA;Asia;Sedan;4; 4 Doors;5; 5 Seats;64888
Isuzu;2021;D-MAX;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;29852;Mile End South, SA;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;58990
Toyota;2021;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;16788;Saint Marys, SA;Asia;Hatchback;5; 5 Doors;5; 5 Seats;32990
Kia;2021;RIO;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;60150;Mile End South, SA;Asia;Hatchback;5; 5 Doors;5; 5 Seats;22888
Porsche;2021;Macan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;31063;Springwood, QLD;Europe;SUV;4; 4 Doors;5; 5 Seats;89990
Toyota;2021;Corolla;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;43493;Cheltenham, SA;Asia;Hatchback;5; 5 Doors;5; 5 Seats;29990
Ford;2021;Everest;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;58710;Kedron, QLD;North America;SUV;4; 4 Doors;7; 7 Seats;59998
Volkswagen;2021;T-ROC;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;10826;Elsternwick, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;47950
Land;2021;Rover;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;8267;Aspley, QLD;Europe;SUV;3; 3 Doors;5; 5 Seats;99490
Kia;2021;Sportage;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;AWD;Unleaded;19845;Reynella, SA;Asia;SUV;4; 4 Doors;5; 5 Seats;56499
Lexus;2021;IS350;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Rear;Premium;18277;Hoppers Crossing, VIC;Asia;Sedan;4; 4 Doors;5; 5 Seats;78888
Toyota;2021;C-HR;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;11049;Cheltenham, SA;Asia;SUV;4; 4 Doors;5; 5 Seats;45990
Toyota;2021;Supra;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Rear;Premium;10790;Indooroopilly, QLD;Asia;Coupe;2; 2 Doors;2; 2 Seats;94995
Renault;2021;Captur;USED;Automatic;4;4 cyl;1.3;1.3 L;4 cyl, 1.3 L;Front;Premium;9500;Geelong, VIC;Europe;SUV;4; 4 Doors;4; 4 Seats;37990
Suzuki;2021;Baleno;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;50783;Ballarat, VIC;Asia;Hatchback;4; 4 Doors;5; 5 Seats;21990
Toyota;2021;RAV4;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Hybrid;51202;Cheltenham, SA;Asia;SUV;5; 5 Doors;5; 5 Seats;45990
Mitsubishi;2021;ASX;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;50827;Reynella, SA;Asia;SUV;4; 4 Doors;5; 5 Seats;26890
Mitsubishi;2021;ASX;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;58210;Reynella, SA;Asia;SUV;4; 4 Doors;5; 5 Seats;25980
GWM;2021;UTE;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;6665;Brown Hill, VIC;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;38990
Hyundai;2021;I30;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;47500;Caboolture, QLD;Asia;Hatchback;4; 4 Doors;5; 5 Seats;31990
Toyota;2021;GR;USED;Manual;3;3 cyl;1.6;1.6 L;3 cyl, 1.6 L;AWD;Premium;12023;Geelong, VIC;Asia;Hatchback;3; 3 Doors;4; 4 Seats;54990
Isuzu;2021;D-MAX;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;Rear;Diesel;29701;Brendale, QLD;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;39990
Nissan;2021;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;36855;Saint Marys, SA;Asia;SUV;4; 4 Doors;7; 7 Seats;29900
Mazda;2021;3;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;8330;Maroochydore, QLD;Asia;Sedan;4; 4 Doors;5; 5 Seats;31990
Kia;2021;Seltos;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;16242;Plympton, SA;Asia;SUV;4; 4 Doors;5; 5 Seats;35980
Toyota;2021;Fortuner;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;38506;Edwardstown, SA;Asia;SUV;4; 4 Doors;7; 7 Seats;68988
Mitsubishi;2021;ASX;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;35040;Mackay, QLD;Asia;SUV;4; 4 Doors;5; 5 Seats;27990
Nissan;2021;Navara;USED;Automatic;4;4 cyl;2.3;2.3 L;4 cyl, 2.3 L;4WD;Diesel;44501;Mackay, QLD;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;46990
Kia;2021;Cerato;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;39654;Mackay, QLD;Asia;Hatchback;5; 5 Doors;5; 5 Seats;27990
Mazda;2021;BT-50;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;9094;Devonport, TAS;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;59990
Mazda;2021;CX-5;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;42506;South Geelong, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;40990
