Brand;Year;Model;Used or New;Transmission;Cylinder.Enginer;Cylinder.Engine2;Liters.Engine;Liters.Engine2;Engine2;Drive Type;Fuel Type;Kilometres;Location;Country;Body Type;Doors;Doors2;Seats;Seats2;Price
Mitsubishi;2012;Triton;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Rear;Diesel;299995;Minchinbury, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;12995
Subaru;2012;WRX;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Premium;192322;Five Dock, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;17999
Nissan;2012;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Unleaded;203208;Mcgraths Hill, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;14880
Ford;2012;Territory;USED;Automatic;6;6 cyl;2.7;2.7 L;6 cyl, 2.7 L;AWD;Diesel;132762;Kirrawee, NSW;North America;SUV;4; 4 Doors;5; 5 Seats;18999
Toyota;2012;Hilux;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;Rear;Diesel;305742;Morayfield, QLD;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;26990
Subaru;2012;Forester;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;114364;Liverpool, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;15884
Toyota;2012;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;157341;Castle Hill, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;16990
Honda;2012;Odyssey;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;252148;Port Macquarie, NSW;Asia;Wagon;4; 4 Doors;7; 7 Seats;13990
Ford;2012;Territory;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;182092;Cardiff, NSW;North America;SUV;4; 4 Doors;5; 5 Seats;14913
Nissan;2012;X-Trail;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;178998;Haberfield, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;8990
Mitsubishi;2012;Lancer;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;260950;Eastern Creek, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;6500
Holden;2012;Captiva;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Unleaded;120500;Minchinbury, NSW;Oceania;SUV;4; 4 Doors;7; 7 Seats;8995
Toyota;2012;Corolla;USED;Manual;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;155657;Minchinbury, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;11995
BMW;2012;X1;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;145738;Five Dock, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;15990
Toyota;2012;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;185863;Minchinbury, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;13980
Volvo;2012;XC60;USED;Automatic;5;5 cyl;2.4;2.4 L;5 cyl, 2.4 L;AWD;Diesel;157633;Epping, VIC;Europe;SUV;4; 4 Doors;5; 5 Seats;19705
Toyota;2012;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;208330;Elderslie, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;12999
Holden;2012;Cruze;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;202500;Pakenham, VIC;Oceania;Hatchback;5; 5 Doors;5; 5 Seats;8888
Toyota;2012;Hilux;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;387774;Blacktown, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;16490
Toyota;2012;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;112241;Minchinbury, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;14995
Nissan;2012;Micra;USED;Automatic;3;3 cyl;1.2;1.2 L;3 cyl, 1.2 L;Front;Unleaded;143246;Southport, QLD;Asia;Hatchback;5; 5 Doors;5; 5 Seats;9990
Mazda;2012;3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;67639;Castle Hill, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;19990
Volkswagen;2012;Scirocco;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Premium;93772;Homebush, NSW;Europe;Hatchback;3; 3 Doors;4; 4 Seats;27990
Volvo;2012;XC60;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Premium;125211;Minchinbury, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;19880
Mazda;2012;3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;234406;Penrith, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;8499
Land;2012;Rover;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;218569;Minchinbury, NSW;Europe;SUV;5; 5 Doors;5; 5 Seats;22995
Ford;2012;Ranger;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;Rear;Diesel;146581;Blacktown, NSW;North America;Ute / Tray;4; 4 Doors;4; 4 Seats;17999
Mazda;2012;2;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;88938;Castle Hill, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;14990
Land;2012;Rover;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Diesel;190601;Banyo, QLD;Europe;SUV;4; 4 Doors;7; 7 Seats;27999
Ford;2012;Territory;USED;Automatic;6;6 cyl;2.7;2.7 L;6 cyl, 2.7 L;Rear;Diesel;159685;Sutherland, NSW;North America;SUV;4; 4 Doors;7; 7 Seats;13499
Hyundai;2012;Accent;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;114673;Minchinbury, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;14880
Subaru;2012;XV;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;121050;Granville, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;16950
Holden;2012;Commodore;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Rear;Unleaded;348001;Smithfield, NSW;Oceania;Wagon;4; 4 Doors;5; 5 Seats;6999
Nissan;2012;Pathfinder;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Diesel;191547;Minchinbury, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;18980
Honda;2012;Jazz;USED;Automatic;4;4 cyl;1.3;1.3 L;4 cyl, 1.3 L;Front;Unleaded;100390;Minchinbury, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;15995
Ford;2012;Ranger;USED;Manual;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;251200;Belmore, NSW;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;21888
Hyundai;2012;IX35;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;200595;Minto, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;10750
BMW;2012;118I;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Rear;Premium;49427;Rozelle, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;19800
Subaru;2012;Impreza;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;156472;Enfield, SA;Asia;Hatchback;5; 5 Doors;5; 5 Seats;14990
Toyota;2012;Landcruiser;USED;Manual;8;8 cyl;4.5;4.5 L;8 cyl, 4.5 L;4WD;Diesel;325999;Roselands, NSW;Asia;Ute / Tray;2; 2 Doors;3; 3 Seats;49990
Nissan;2012;Patrol;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;228875;Enfield, SA;Asia;SUV;4; 4 Doors;7; 7 Seats;32990
Nissan;2012;Leaf;USED;Automatic;0;0 L;0;0 L;0 L;Front;Electric;86774;Brookvale, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;17999
Mercedes-Benz;2012;C250;USED;Automatic;4;4 cyl;2.1;2.1 L;4 cyl, 2.1 L;Rear;Diesel;142527;Capalaba, QLD;Europe;Coupe;2; 2 Doors;4; 4 Seats;19990
Mercedes-Benz;2012;GL500;USED;Automatic;8;8 cyl;5.5;5.5 L;8 cyl, 5.5 L;4WD;Premium;107169;Concord, NSW;Europe;SUV;4; 4 Doors;7; 7 Seats;32900
HSV;2012;Clubsport;USED;Automatic;8;8 cyl;6.2;6.2 L;8 cyl, 6.2 L;Rear;Premium;68528;Liverpool, NSW;Oceania;Sedan;4; 4 Doors;5; 5 Seats;56888
Holden;2012;Commodore;USED;Automatic;8;8 cyl;6;6 L;8 cyl, 6 L;Rear;Premium;18439;Brighton, SA;Oceania;Wagon;4; 4 Doors;5; 5 Seats;48888
Toyota;2012;Landcruiser;USED;Manual;8;8 cyl;4.5;4.5 L;8 cyl, 4.5 L;4WD;Diesel;179999;Roselands, NSW;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;86900
Mazda;2012;BT-50;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;Rear;Diesel;308811;Minchinbury, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;20880
Mini;2012;Coupe;USED;Manual;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Premium;123022;Laverton North, VIC;Europe;Coupe;2; 2 Doors;2; 2 Seats;22990
Volkswagen;2012;Tiguan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;133050;Rydalmere, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;14950
Toyota;2012;HiAce;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;Rear;Diesel;237387;Ingleburn, NSW;Asia;Commercial;4; 4 Doors;3; 3 Seats;29900
Holden;2012;Captiva;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;121484;Osborne Park, WA;Oceania;SUV;4; 4 Doors;7; 7 Seats;13990
Hyundai;2012;I40;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;157018;Minchinbury, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;15990
Hyundai;2012;Veloster;USED;Manual;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;125055;Minchinbury, NSW;Asia;Hatchback;3; 3 Doors;4; 4 Seats;18990
Hyundai;2012;Elantra;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;144330;Croydon, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;12990
Hyundai;2012;I30;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;122348;Minchinbury, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;15990
Volkswagen;2012;Tiguan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;121577;Minchinbury, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;14995
Toyota;2012;Landcruiser;USED;Manual;8;8 cyl;4.5;4.5 L;8 cyl, 4.5 L;4WD;Diesel;237999;Roselands, NSW;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;53900
Volkswagen;2012;Golf;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Premium;101702;Minchinbury, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;17990
Toyota;2012;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;326851;Archerfield, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;24990
Jeep;2012;Grand;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Diesel;234564;West Gosford, NSW;North America;SUV;4; 4 Doors;5; 5 Seats;13800
Toyota;2012;Hilux;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;226164;Capalaba, QLD;Asia;Ute / Tray;2; 2 Doors;4; 4 Seats;34990
Mazda;2012;CX-9;USED;Automatic;6;6 cyl;3.7;3.7 L;6 cyl, 3.7 L;4WD;Unleaded;120346;Brookvale, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;18990
Holden;2012;Captiva;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;151600;Welshpool, WA;Oceania;SUV;4; 4 Doors;7; 7 Seats;12980
Mazda;2012;BT-50;USED;Manual;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;Rear;Diesel;268463;Morayfield, QLD;Asia;Ute / Tray;2; 2 Doors;3; 3 Seats;12973
Hyundai;2012;IX35;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;108201;Haberfield, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;17990
Honda;2012;Accord;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;153087;Morayfield, QLD;Asia;Sedan;4; 4 Doors;5; 5 Seats;15990
Nissan;2012;Navara;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Diesel;178000;Blacktown, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;14990
Hyundai;2012;I20;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;125446;Lidcombe, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;12990
Holden;2012;Captiva;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;188000;Wangara, WA;Oceania;SUV;4; 4 Doors;7; 7 Seats;8990
Toyota;2012;Hilux;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;176700;Wangara, WA;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;33990
Ford;2012;Falcon;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;141993;Homebush, NSW;North America;Sedan;4; 4 Doors;5; 5 Seats;33990
Toyota;2012;Hilux;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;Rear;Diesel;286525;North Strathfield, NSW;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;15950
Ford;2012;Focus;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;57485;Enfield, SA;North America;Hatchback;5; 5 Doors;5; 5 Seats;13980
Ford;2012;Ranger;USED;Manual;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;255988;Minchinbury, NSW;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;20995
Mazda;2012;CX-9;USED;Automatic;6;6 cyl;3.7;3.7 L;6 cyl, 3.7 L;Front;Unleaded;147532;Minchinbury, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;19995
Toyota;2012;Kluger;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;4WD;Unleaded;60000;Campsie, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;30950
Renault;2012;Koleos;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Premium;80673;Minchinbury, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;13800
Holden;2012;Barina;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;144076;Minchinbury, NSW;Oceania;Hatchback;5; 5 Doors;5; 5 Seats;11995
Ford;2012;Falcon;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Unleaded;134455;Cheltenham, SA;North America;Sedan;4; 4 Doors;5; 5 Seats;14990
Land;2012;Rover;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;234933;Mcgraths Hill, NSW;Europe;SUV;5; 5 Doors;5; 5 Seats;21990
Mazda;2012;6;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;Front;Diesel;179262;Beresfield, NSW;Asia;Wagon;4; 4 Doors;5; 5 Seats;12800
Toyota;2012;Landcruiser;USED;Manual;8;8 cyl;4.5;4.5 L;8 cyl, 4.5 L;4WD;Diesel;286104;Cardiff, NSW;Asia;Ute / Tray;2; 2 Doors;3; 3 Seats;52880
BMW;2012;125I;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;177411;Molendinar, QLD;Europe;Hatchback;5; 5 Doors;5; 5 Seats;15990
Ford;2012;Ranger;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;299625;Beresfield, NSW;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;17800
Nissan;2012;X-Trail;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;232063;Mayfield West, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;12990
Nissan;2012;Navara;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Diesel;214392;Kurri Kurri, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;13990
Mercedes-Benz;2012;Valente;USED;Automatic;4;4 cyl;2.1;2.1 L;4 cyl, 2.1 L;Rear;Diesel;134645;Bentley, WA;Europe;Wagon;4; 4 Doors;8; 8 Seats;29990
BMW;2012;X1;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;122382;Five Dock, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;12999
Toyota;2012;RAV4;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;198134;East Maitland, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;14986
Volkswagen;2012;Tiguan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;156654;Cardiff, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;13913
Mahindra;2012;XUV500;USED;Manual;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;119412;Capalaba, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;12990
Ford;2012;Mondeo;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Diesel;117248;Beresfield, NSW;North America;Wagon;4; 4 Doors;5; 5 Seats;8800
Ford;2012;Falcon;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;150620;Bentley, WA;North America;Sedan;4; 4 Doors;5; 5 Seats;16999
Subaru;2012;Forester;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;200016;Maryville, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;11980
Holden;2012;Barina;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;120950;Minchinbury, NSW;Oceania;Hatchback;5; 5 Doors;5; 5 Seats;10995
Suzuki;2012;Swift;USED;Manual;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;161852;Hamilton, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;9990
Toyota;2012;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;78350;Osborne Park, WA;Asia;Sedan;4; 4 Doors;5; 5 Seats;17999
Honda;2012;Civic;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Premium;33700;New Lambton, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;19990
Nissan;2012;Micra;USED;Automatic;3;3 cyl;1.2;1.2 L;3 cyl, 1.2 L;Front;Unleaded;78181;Heatherbrae, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;9750
Great;2012;Wall;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Diesel;120074;Edgeworth, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;10990
Volkswagen;2012;Golf;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;101687;Cabramatta, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;22990
Toyota;2012;Kluger;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;4WD;Unleaded;132203;Lansvale, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;20999
Holden;2012;Commodore;USED;Automatic;8;8 cyl;6;6 L;8 cyl, 6 L;Rear;Premium;58432;Bathurst, NSW;Oceania;Wagon;4; 4 Doors;5; 5 Seats;36990
Toyota;2012;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;247776;Edgeworth, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;34990
Toyota;2012;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;94860;Campbelltown, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;18950
Nissan;2012;Navara;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Diesel;192000;Wangara, WA;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;16990
Hyundai;2012;Iload;USED;Manual;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Rear;Diesel;221000;Wangara, WA;Asia;Commercial;4; 4 Doors;3; 3 Seats;17990
Holden;2012;Cruze;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;172467;Elderslie, NSW;Oceania;Sedan;4; 4 Doors;5; 5 Seats;6999
Jeep;2012;Grand;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Diesel;197610;Beresfield, NSW;North America;SUV;4; 4 Doors;5; 5 Seats;12800
Hyundai;2012;Veloster;USED;Manual;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;202000;Waratah, NSW;Asia;Hatchback;3; 3 Doors;4; 4 Seats;10990
Jeep;2012;Grand;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Diesel;209380;Maryville, NSW;North America;SUV;4; 4 Doors;5; 5 Seats;14971
Mercedes-Benz;2012;ML250;USED;Automatic;4;4 cyl;2.1;2.1 L;4 cyl, 2.1 L;AWD;Diesel;170208;Cardiff, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;18913
Kia;2012;RIO;USED;Manual;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;142588;Broadmeadow, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;9990
Mazda;2012;CX-9;USED;Automatic;6;6 cyl;3.7;3.7 L;6 cyl, 3.7 L;4WD;Unleaded;63361;Cardiff, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;21913
Volkswagen;2012;Amarok;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;153502;Molendinar, QLD;Europe;Ute / Tray;4; 4 Doors;5; 5 Seats;22990
Mazda;2012;3;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;185178;Cardiff, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;9913
BMW;2012;X1;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;98279;Cardiff, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;14913
Mazda;2012;BT-50;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;200872;East Maitland, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;26986
Jaguar;2012;XF;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;160100;New Lambton, NSW;Europe;Sedan;4; 4 Doors;5; 5 Seats;19990
Honda;2012;CR-V;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Unleaded;62225;Alexandria, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;21990
Mini;2012;Countryman;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Premium;103833;Mayfield West, NSW;Europe;SUV;4; 4 Doors;4; 4 Seats;17990
Toyota;2012;Landcruiser;USED;Automatic;8;8 cyl;4.5;4.5 L;8 cyl, 4.5 L;4WD;Diesel;357463;McDougalls Hill, NSW;Asia;SUV;4; 4 Doors;8; 8 Seats;44990
Audi;2012;A1;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Diesel;129433;Edgeworth, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;18990
Mitsubishi;2012;Lancer;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;100500;Orange, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;12992
Nissan;2012;X-Trail;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;165766;Fyshwick, ACT;Asia;SUV;4; 4 Doors;5; 5 Seats;14249
Holden;2012;Barina;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;115460;Fyshwick, ACT;Oceania;Sedan;4; 4 Doors;5; 5 Seats;10990
Toyota;2012;Aurion;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;213663;Edgeworth, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;12990
Volkswagen;2012;Golf;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;86627;Liverpool, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;14998
Toyota;2012;Landcruiser;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;201733;Castle Hill, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;34990
Toyota;2012;Landcruiser;USED;Manual;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;252246;Cardiff, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;28990
Hyundai;2012;I20;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;65503;Albion Park, NSW;Asia;Hatchback;3; 3 Doors;5; 5 Seats;11990
Ford;2012;Falcon;USED;Automatic;6;6 cyl;4;4 L;6 cyl, 4 L;Rear;Unleaded;120809;Fyshwick, ACT;North America;Sedan;4; 4 Doors;5; 5 Seats;19999
Mitsubishi;2012;Triton;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Diesel;202120;Edgeworth, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;18990
Holden;2012;Cruze;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;133132;Fyshwick, ACT;Oceania;Sedan;4; 4 Doors;5; 5 Seats;10990
Holden;2012;Caprice;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;Rear;Unleaded;193469;Hamilton, NSW;Oceania;Sedan;4; 4 Doors;5; 5 Seats;14990
